image	class0	class1	class2	class3	class4	class5	predicted_class
TFRecord	1.2008346e-10	4.285001e-05	0.99994695	1.0208128e-05	1.3309267e-08	1.3128804e-10	2
TFRecord	1.3724204e-08	0.003360908	0.9966184	1.823177e-05	2.5457182e-06	1.423826e-08	2
TFRecord	1.6132462e-08	0.005604179	0.9943152	7.8206365e-05	2.3311684e-06	1.6813802e-08	2
TFRecord	8.98312e-09	0.0046318495	0.9953277	3.9209073e-05	1.3073579e-06	8.734716e-09	2
TFRecord	9.384102e-10	0.00027081874	0.99972624	2.818358e-06	1.7004427e-07	1.0039944e-09	2
TFRecord	9.329781e-10	0.00060848705	0.9993149	7.6423814e-05	1.4036657e-07	9.524053e-10	2
TFRecord	1.2084471e-09	0.00046483858	0.99951386	2.1047996e-05	2.566442e-07	1.2217152e-09	2
TFRecord	2.134786e-09	0.00032759653	0.99966395	7.990338e-06	4.822928e-07	2.2932283e-09	2
TFRecord	9.929789e-10	0.00015851478	0.9998271	1.4315012e-05	1.06652976e-07	1.0457765e-09	2
TFRecord	7.2326545e-10	0.00034339796	0.9996226	3.386874e-05	1.1354866e-07	7.395195e-10	2
TFRecord	6.8154016e-10	0.00036063555	0.99962306	1.6208987e-05	1.0274397e-07	6.9529793e-10	2
TFRecord	5.3461364e-09	0.0070070447	0.992864	0.00012858027	3.5237173e-07	5.5717346e-09	2
TFRecord	8.8305765e-11	2.6095648e-05	0.9999689	5.006232e-06	1.1249921e-08	9.5971536e-11	2
TFRecord	1.1949502e-09	0.0006168222	0.9993679	1.4960304e-05	2.2194293e-07	1.2045246e-09	2
TFRecord	1.244248e-09	0.00017456558	0.9998165	8.7057415e-06	1.8811251e-07	1.2978691e-09	2
TFRecord	1.1977543e-09	0.000590743	0.9994	9.034178e-06	2.678429e-07	1.220088e-09	2
TFRecord	9.201181e-11	2.0213223e-05	0.9999771	2.6554922e-06	1.8365746e-08	9.885011e-11	2
TFRecord	9.077777e-10	0.00012874376	0.99986744	3.6263268e-06	2.2642527e-07	9.722496e-10	2
TFRecord	2.1846769e-10	5.4160384e-05	0.99993694	8.9121695e-06	3.563176e-08	2.3084296e-10	2
TFRecord	6.434135e-10	0.00014399788	0.9998481	7.6040233e-06	2.065892e-07	6.5097927e-10	2
TFRecord	1.4180306e-09	0.00020336903	0.99979204	4.25292e-06	3.1510112e-07	1.5224046e-09	2
TFRecord	8.816812e-10	9.780664e-05	0.9999	1.9533934e-06	2.7054784e-07	9.290304e-10	2
TFRecord	2.0755557e-10	2.9754836e-05	0.99996555	4.6823984e-06	4.1499778e-08	2.1892695e-10	2
TFRecord	2.1480952e-10	2.653213e-05	0.99997246	8.83906e-07	8.151365e-08	2.346185e-10	2
TFRecord	6.801533e-10	5.6897356e-05	0.99993396	9.003422e-06	1.3256796e-07	7.172569e-10	2
TFRecord	2.4993063e-10	6.2913954e-05	0.99993014	6.8546306e-06	4.2916334e-08	2.6968436e-10	2
TFRecord	3.5905642e-10	6.530983e-05	0.9999293	5.2723803e-06	7.281951e-08	3.7419517e-10	2
TFRecord	9.156173e-10	0.0001794215	0.9998147	5.780159e-06	2.7955969e-07	9.461049e-10	2
TFRecord	9.881802e-10	0.0001922256	0.99980456	2.9645382e-06	1.8354515e-07	1.059825e-09	2
TFRecord	2.064218e-10	1.7613032e-05	0.99997556	6.8380245e-06	3.5565712e-08	2.22826e-10	2
TFRecord	9.0051064e-11	1.017323e-05	0.9999863	3.539269e-06	1.7626084e-08	9.885102e-11	2
TFRecord	6.222906e-10	0.00027810107	0.99971277	8.924961e-06	8.3026585e-08	6.696149e-10	2
TFRecord	5.2390997e-10	0.00017551718	0.9997923	3.208998e-05	1.1692951e-07	5.400079e-10	2
TFRecord	1.6910791e-10	4.148459e-05	0.99995077	7.786817e-06	2.8629247e-08	1.7904571e-10	2
TFRecord	4.161052e-09	0.0036743267	0.996201	0.0001244388	2.9274426e-07	4.3380144e-09	2
TFRecord	1.0082708e-09	0.000281424	0.9997117	6.6266875e-06	2.8214674e-07	1.0297055e-09	2
TFRecord	8.642969e-11	1.5858448e-05	0.99998105	3.145543e-06	1.2222261e-08	9.36646e-11	2
TFRecord	3.0476624e-10	0.00036637497	0.9996301	3.5148068e-06	3.2167726e-08	3.2313868e-10	2
TFRecord	3.6517742e-09	0.0014370711	0.99852496	3.7547456e-05	4.3028007e-07	3.7273304e-09	2
TFRecord	2.7032716e-09	0.000851164	0.99914455	3.7475475e-06	5.598319e-07	2.8507183e-09	2
TFRecord	2.8258873e-10	5.303512e-05	0.9999405	6.399267e-06	3.6276987e-08	2.9999994e-10	2
TFRecord	2.0908841e-10	0.00013221636	0.999864	3.8570083e-06	3.1024843e-08	2.2237487e-10	2
TFRecord	6.4514405e-10	0.00021255351	0.9997837	3.7234174e-06	1.1805864e-07	6.760278e-10	2
TFRecord	4.5130186e-10	7.305857e-05	0.999918	8.814533e-06	6.736979e-08	4.725726e-10	2
TFRecord	4.875799e-10	0.0003199818	0.99966395	1.5992575e-05	9.248681e-08	5.0496274e-10	2
TFRecord	7.369726e-10	0.00039789887	0.9995982	3.7984685e-06	1.2215574e-07	7.5168294e-10	2
TFRecord	2.6490438e-10	0.00022826108	0.99977	1.7576518e-06	4.141078e-08	2.8059857e-10	2
TFRecord	4.2365977e-10	0.00024190848	0.9997539	4.0554683e-06	6.85369e-08	4.3140308e-10	2
TFRecord	3.2809984e-09	0.004983419	0.9949545	6.178661e-05	2.532486e-07	3.3436498e-09	2
TFRecord	1.6756381e-08	0.014934247	0.98501205	5.174343e-05	1.8754773e-06	1.7032402e-08	2
TFRecord	5.4078355e-09	0.022096874	0.9777956	0.00010730025	2.7826746e-07	5.530295e-09	2
TFRecord	2.577524e-10	0.00025502397	0.99974424	6.41875e-07	5.981429e-08	2.673278e-10	2
TFRecord	1.9563398e-10	0.00023712184	0.99976236	4.1992425e-07	4.9577153e-08	2.0444238e-10	2
TFRecord	1.6331966e-10	0.00021415885	0.99978155	4.2411416e-06	2.319844e-08	1.6876933e-10	2
TFRecord	9.7739705e-11	8.963757e-05	0.9999089	1.3965656e-06	1.3281905e-08	1.02467264e-10	2
TFRecord	2.1455036e-10	0.00034348402	0.9996561	4.77439e-07	5.058355e-08	2.2399033e-10	2
