image	class0	class1	class2	class3	class4	class5	predicted_class
TFRecord	1.0993172e-09	0.0023160926	6.577954e-06	0.9976774	1.0254863e-08	1.0689981e-09	3
TFRecord	7.4417444e-10	0.0017858188	3.8092178e-06	0.99821043	4.7735043e-09	7.0292855e-10	3
TFRecord	8.353146e-10	0.002290363	2.6180671e-06	0.997707	7.0429986e-09	7.8831935e-10	3
TFRecord	1.3250814e-09	0.009368526	1.9443494e-05	0.9906121	9.608539e-09	1.2547318e-09	3
TFRecord	9.987268e-10	0.0015412365	1.309517e-05	0.9984457	1.0545564e-08	9.668293e-10	3
TFRecord	1.0964896e-09	0.008825635	5.4336397e-05	0.99112004	9.414676e-09	1.052408e-09	3
TFRecord	5.6799226e-10	0.010998537	1.0254905e-05	0.98899126	5.4509868e-09	5.50307e-10	3
TFRecord	2.5534908e-10	0.015443034	1.5209281e-06	0.9845554	3.7331387e-09	2.4477464e-10	3
TFRecord	6.3206224e-10	0.003519955	2.1815363e-06	0.9964779	5.133959e-09	5.9577093e-10	3
TFRecord	3.7342343e-10	0.014637218	4.9366135e-06	0.9853579	5.8425393e-09	3.618419e-10	3
TFRecord	1.122463e-09	0.0034641698	6.8829763e-06	0.9965289	1.018038e-08	1.0914576e-09	3
TFRecord	2.2019157e-10	0.026215196	1.0348359e-06	0.9737838	5.0211337e-09	2.1379998e-10	3
TFRecord	1.255343e-09	0.007898824	1.9180328e-05	0.992082	9.289558e-09	1.1907269e-09	3
TFRecord	7.6339374e-10	0.033192985	3.0491608e-05	0.96677655	8.831456e-09	7.295867e-10	3
TFRecord	9.0595054e-10	0.050814334	2.6761301e-05	0.94915897	1.0672045e-08	8.631311e-10	3
TFRecord	7.456698e-10	0.044335313	3.893196e-06	0.9556608	1.1358842e-08	7.2236417e-10	3
TFRecord	1.1651864e-09	0.020973971	1.972327e-05	0.97900635	1.1410146e-08	1.1049703e-09	3
TFRecord	6.117916e-10	0.12551187	4.860294e-06	0.8744832	8.932286e-09	5.891998e-10	3
TFRecord	7.716655e-10	0.22263692	2.7391598e-05	0.7773357	1.2479065e-08	7.510129e-10	3
TFRecord	1.0076672e-09	0.029996775	8.962623e-05	0.9699136	1.0565001e-08	9.674075e-10	3
TFRecord	1.2709347e-09	0.039636392	2.0554451e-05	0.96034306	1.3196115e-08	1.2129957e-09	3
TFRecord	1.2545897e-09	0.123922035	4.88026e-05	0.87602913	1.47481565e-08	1.2011381e-09	3
TFRecord	8.576044e-10	0.13272722	1.6873799e-05	0.86725587	1.4632266e-08	8.221005e-10	3
TFRecord	2.0579853e-09	0.029281959	2.0452113e-05	0.9706975	1.5317683e-08	1.955584e-09	3
TFRecord	3.4054387e-10	0.089067236	3.0317012e-06	0.91092974	6.8839823e-09	3.2791286e-10	3
TFRecord	5.006078e-10	0.12479091	2.1291757e-05	0.87518775	8.022659e-09	4.8095805e-10	3
TFRecord	4.644321e-10	0.2866956	9.3117615e-06	0.7132951	8.09034e-09	4.4718299e-10	3
TFRecord	1.3178091e-09	0.010925904	1.824737e-05	0.9890559	1.48523e-08	1.2875743e-09	3
TFRecord	8.0270035e-10	0.19142994	4.8616897e-05	0.80852145	1.2682953e-08	7.6844275e-10	3
TFRecord	1.2195208e-09	0.049847174	1.5016267e-05	0.9501378	1.1216003e-08	1.183462e-09	3
TFRecord	1.0956669e-09	0.073934056	8.210335e-05	0.92598385	1.1251259e-08	1.0548066e-09	3
TFRecord	7.801967e-10	0.052768767	7.944009e-05	0.9471518	1.7115438e-08	7.7855256e-10	3
TFRecord	6.986483e-10	0.43627486	8.076387e-06	0.56371707	1.520608e-08	6.739576e-10	3
TFRecord	5.2187615e-10	0.104760945	8.619898e-06	0.8952304	8.673045e-09	5.0062715e-10	3
TFRecord	3.126403e-10	0.17153686	6.6047937e-06	0.8284565	3.5265812e-09	2.992547e-10	3
TFRecord	9.877711e-10	0.12125812	7.527525e-05	0.8786666	1.1008087e-08	9.586415e-10	3
TFRecord	8.311954e-10	0.46414828	1.7622491e-05	0.5358341	1.910758e-08	8.035688e-10	3
TFRecord	9.237404e-10	0.416824	0.0001406679	0.58303535	2.007804e-08	8.901351e-10	3
TFRecord	6.166419e-10	0.2756683	1.8655192e-05	0.7243131	1.13916725e-08	5.9121175e-10	3
TFRecord	3.2672512e-10	0.22741969	3.8424237e-06	0.77257645	4.544124e-09	3.096866e-10	3
TFRecord	1.5439244e-09	0.33820197	0.0005193355	0.6612788	2.207129e-08	1.4891821e-09	3
TFRecord	1.0790849e-09	0.46871978	7.007174e-05	0.5312102	2.0132342e-08	1.0367269e-09	3
TFRecord	1.0317305e-09	0.28504148	1.5484124e-05	0.714943	1.6088146e-08	9.937888e-10	3
TFRecord	8.8276875e-10	0.5994734	3.3289845e-05	0.40049326	1.5225622e-08	8.457568e-10	1
TFRecord	3.252692e-09	0.13771507	8.777254e-05	0.8621972	2.416496e-08	3.0776608e-09	3
TFRecord	8.6612795e-10	0.4379471	3.45829e-05	0.56201833	1.4555416e-08	8.2956364e-10	3
TFRecord	2.6850027e-09	0.17048018	7.449868e-05	0.82944524	2.3195238e-08	2.569246e-09	3
TFRecord	2.1871394e-09	0.09549094	4.765685e-05	0.9044614	2.4544525e-08	2.1474804e-09	3
TFRecord	6.4747474e-10	0.04646322	7.012676e-05	0.95346665	1.1105598e-08	6.490202e-10	3
TFRecord	1.1201838e-09	0.21362226	6.11754e-05	0.7863165	1.5715749e-08	1.1063459e-09	3
TFRecord	1.5515876e-09	0.04349945	2.1647891e-05	0.9564789	1.4212943e-08	1.4641102e-09	3
TFRecord	4.3798853e-10	0.24364062	8.223973e-06	0.75635123	1.0548832e-08	4.2345047e-10	3
TFRecord	5.080439e-10	0.6652335	4.2361902e-05	0.33472413	9.552885e-09	4.910681e-10	1
TFRecord	1.4930034e-09	0.056374207	2.7408081e-05	0.94359845	1.3545843e-08	1.4185951e-09	3
TFRecord	1.5548682e-09	0.058132347	3.907016e-05	0.94182855	1.1592688e-08	1.4804573e-09	3
TFRecord	1.5589516e-09	0.13652164	0.00022103323	0.8632573	3.1377425e-08	1.5678497e-09	3
TFRecord	1.6857823e-09	0.051414404	3.8298684e-05	0.9485473	1.5489338e-08	1.5964046e-09	3
TFRecord	1.2951209e-09	0.041348245	3.148332e-05	0.95862025	1.18081065e-08	1.2288439e-09	3
TFRecord	1.5982119e-09	0.054372128	0.0012178716	0.94441	2.8187394e-08	1.6166132e-09	3
TFRecord	2.428623e-09	0.012289157	0.0011843482	0.9865264	3.5428325e-08	2.437747e-09	3
TFRecord	3.5861503e-10	0.20934232	1.488018e-05	0.7906428	4.9575677e-09	3.4107728e-10	3
TFRecord	1.0344473e-09	0.05725345	9.439321e-05	0.94265217	1.03120525e-08	9.864592e-10	3
TFRecord	1.4778583e-09	0.24862601	0.0009857103	0.75038826	1.84131e-08	1.4421844e-09	3
TFRecord	1.4399145e-09	0.009064747	0.0010548985	0.9898803	2.7823685e-08	1.4435445e-09	3
TFRecord	1.0561304e-09	0.4242493	0.0007640358	0.5749867	2.116489e-08	1.0115719e-09	3
TFRecord	8.1855706e-10	0.47473577	0.001040454	0.52422374	2.0783254e-08	7.8782647e-10	3
TFRecord	5.491485e-10	0.03063333	7.188714e-05	0.96929485	7.075622e-09	5.232022e-10	3
TFRecord	3.2817363e-10	0.00044329374	0.9868656	0.012691183	3.064097e-08	3.400614e-10	2
TFRecord	1.9075737e-09	0.0019466608	0.94983315	0.048220154	1.1528089e-07	1.8909572e-09	2
TFRecord	2.795303e-10	0.00041977808	0.9970072	0.0025730506	5.333777e-08	2.9405814e-10	2
TFRecord	7.867622e-10	0.0007967443	0.82301825	0.176185	2.5021247e-08	8.021404e-10	2
TFRecord	8.8989516e-10	0.00034758588	0.6605908	0.3390615	2.3411442e-08	9.2381736e-10	2
TFRecord	3.228958e-10	0.00010256576	0.88651186	0.113385454	1.1867679e-08	3.4024938e-10	2
TFRecord	3.295008e-10	0.000517392	0.96932966	0.03015293	1.4437733e-08	3.4016717e-10	2
TFRecord	2.902991e-10	0.000519989	0.9722034	0.02727657	1.222989e-08	2.986465e-10	2
TFRecord	5.221347e-10	0.00028225116	0.9766162	0.02310155	4.4872518e-08	5.353494e-10	2
TFRecord	3.5355702e-10	0.00019509082	0.9513946	0.048410304	1.701604e-08	3.6748546e-10	2
TFRecord	4.727067e-10	0.00053671317	0.90494555	0.0945178	1.50845e-08	4.818297e-10	2
TFRecord	8.9540854e-11	0.0002032604	0.9991685	0.00062830374	1.6485506e-08	9.451575e-11	2
TFRecord	2.1242903e-10	0.0005132669	0.98726636	0.012220363	1.0351038e-08	2.2046359e-10	2
TFRecord	5.036484e-11	9.620916e-05	0.99831843	0.0015854753	5.2349227e-09	5.3974866e-11	2
TFRecord	5.9553745e-10	0.0006345797	0.9909785	0.008386904	4.6474593e-08	6.0775845e-10	2
TFRecord	7.1307094e-10	0.000659199	0.9892769	0.010063911	3.622242e-08	7.2195133e-10	2
TFRecord	1.2308977e-09	0.0003253605	0.7617879	0.2378867	2.4544839e-08	1.2980454e-09	2
TFRecord	4.1785634e-11	6.486327e-05	0.99884427	0.0010908464	4.811575e-09	4.540877e-11	2
TFRecord	5.8808414e-10	6.887763e-05	0.88971305	0.11021808	1.7516484e-08	6.2649486e-10	2
TFRecord	1.7860151e-10	2.995339e-05	0.9689058	0.031064322	7.145188e-09	1.9426245e-10	2
TFRecord	1.2052984e-10	0.00015141825	0.9945949	0.0052537345	6.262955e-09	1.2534865e-10	2
TFRecord	3.0895825e-10	0.00028628038	0.9514142	0.04829952	1.0831554e-08	3.1954303e-10	2
TFRecord	9.613744e-11	1.5434585e-05	0.9770946	0.022889933	4.351804e-09	1.0589107e-10	2
TFRecord	9.459542e-10	0.00020057781	0.9445486	0.055250905	1.35590685e-08	9.596566e-10	2
TFRecord	9.040515e-10	0.00013176342	0.76953083	0.2303374	1.6810402e-08	9.649936e-10	2
TFRecord	1.2226152e-10	0.000110955916	0.98336387	0.016525086	7.823567e-09	1.3031563e-10	2
TFRecord	2.8784164e-10	0.0002400047	0.9627883	0.036971662	9.211939e-09	2.9770975e-10	2
TFRecord	2.3535702e-09	0.00056560565	0.89652073	0.102913775	2.6074378e-08	2.3625835e-09	2
TFRecord	2.352432e-10	0.00024587492	0.9354539	0.064300254	7.559196e-09	2.458092e-10	2
TFRecord	5.0683674e-10	0.000184919	0.9922879	0.007527256	4.6669513e-08	5.284613e-10	2
TFRecord	6.198925e-10	0.0001045266	0.968568	0.03132745	1.06182565e-08	6.3747035e-10	2
TFRecord	3.3721176e-10	5.1392362e-05	0.9324371	0.06751158	1.0766399e-08	3.6651845e-10	2
TFRecord	7.9263984e-11	2.0942785e-05	0.9841234	0.015855575	3.6466805e-09	8.5961176e-11	2
TFRecord	1.5484199e-10	8.34319e-05	0.97047406	0.029442566	6.108875e-09	1.6322009e-10	2
TFRecord	5.017097e-10	5.802447e-05	0.81475663	0.18518537	1.1473526e-08	5.46849e-10	2
TFRecord	1.0909692e-10	1.4892222e-05	0.9684305	0.031554643	3.8719423e-09	1.1977498e-10	2
TFRecord	7.627897e-11	7.515335e-05	0.99665195	0.00327282	9.060763e-09	8.1039175e-11	2
TFRecord	7.554058e-11	2.185501e-05	0.9917219	0.008256228	4.5723794e-09	8.1421425e-11	2
TFRecord	9.015166e-11	2.6345779e-05	0.9854285	0.0145451585	5.3498175e-09	9.6039544e-11	2
TFRecord	1.8538089e-10	0.00012218949	0.96296704	0.036910776	6.6159944e-09	1.9387772e-10	2
TFRecord	1.8262254e-10	0.00013590965	0.9747853	0.025078703	6.7264563e-09	1.8971022e-10	2
TFRecord	7.844305e-11	2.2188915e-05	0.9947267	0.0052511524	4.680115e-09	8.518015e-11	2
TFRecord	5.87282e-11	3.6308782e-05	0.99711907	0.002844705	4.4114072e-09	6.370037e-11	2
TFRecord	2.8615146e-10	6.8191126e-05	0.9703179	0.029613843	9.900104e-09	3.0644226e-10	2
TFRecord	9.194461e-11	7.92935e-05	0.994042	0.00587878	4.974218e-09	9.660556e-11	2
TFRecord	9.7911436e-11	8.257805e-05	0.99889934	0.0010180754	1.3048592e-08	1.0390305e-10	2
TFRecord	6.859039e-11	5.6511504e-05	0.99893206	0.0010114206	9.909501e-09	7.273082e-11	2
TFRecord	5.4163864e-11	5.4661465e-05	0.99890625	0.0010390463	6.9410557e-09	5.791571e-11	2
TFRecord	1.1072858e-10	4.0011255e-05	0.99353	0.0064300536	6.0781e-09	1.1814255e-10	2
TFRecord	6.996137e-11	8.326165e-05	0.99952114	0.0003955332	8.569861e-09	7.4439406e-11	2
TFRecord	6.968529e-11	0.00014594657	0.99810374	0.0017502379	4.1719908e-09	7.378183e-11	2
TFRecord	2.3655536e-10	0.00021628133	0.99951565	0.00026809968	1.851184e-08	2.3946115e-10	2
TFRecord	1.8666448e-10	0.00019145102	0.9983365	0.0014720422	1.7716388e-08	1.9499126e-10	2
TFRecord	5.87921e-11	1.3603322e-05	0.9928322	0.0071542053	3.003778e-09	6.374438e-11	2
TFRecord	8.385499e-11	0.00013130053	0.9973037	0.0025649834	1.0158646e-08	8.966229e-11	2
TFRecord	5.490159e-10	0.00016739762	0.9406532	0.059179414	1.3015434e-08	5.823713e-10	2
TFRecord	1.315716e-10	5.1089206e-05	0.98538566	0.0145631805	5.590737e-09	1.3952903e-10	2
TFRecord	2.2697774e-10	0.00019301439	0.99903727	0.0007697142	2.1427672e-08	2.3281155e-10	2
TFRecord	1.785539e-10	3.86094e-05	0.9886515	0.011309883	7.821203e-09	1.9186168e-10	2
TFRecord	6.057072e-11	0.00012527229	0.9996346	0.00024016535	9.9132365e-09	6.34766e-11	2
TFRecord	4.520204e-11	8.855374e-05	0.99910647	0.00080492505	3.4083767e-09	4.8383193e-11	2
TFRecord	3.90296e-11	7.736062e-05	0.99985194	7.073121e-05	1.0430061e-08	4.2008078e-11	2
TFRecord	1.9842705e-10	0.000124627	0.9983986	0.0014767395	2.1705398e-08	2.0724694e-10	2
TFRecord	7.8722096e-10	0.00019335095	0.98674566	0.013060978	1.558679e-08	7.9393714e-10	2
TFRecord	7.954471e-11	4.539039e-05	0.99872833	0.0012263246	1.2697021e-08	8.4370844e-11	2
TFRecord	6.277134e-11	6.8309615e-05	0.99894696	0.0009846529	4.6553525e-09	6.5446266e-11	2
TFRecord	4.648136e-11	2.1803045e-05	0.999479	0.0004992128	6.996143e-09	4.9989877e-11	2
TFRecord	5.5385422e-11	0.00012263797	0.99902225	0.0008550979	4.021782e-09	5.9143204e-11	2
TFRecord	2.7651795e-10	6.28613e-05	0.95723057	0.042706486	8.208046e-09	2.9983235e-10	2
TFRecord	3.3796055e-10	0.0001441858	0.9835526	0.016303139	1.5872573e-08	3.5659137e-10	2
TFRecord	2.7686642e-10	0.00021093847	0.9982109	0.0015780679	3.1468275e-08	2.8527394e-10	2
TFRecord	3.9787443e-10	0.00025340635	0.99736506	0.0023816258	4.4327088e-08	4.0743872e-10	2
TFRecord	4.995737e-10	0.0002955868	0.9948225	0.004881967	5.589089e-08	5.156226e-10	2
TFRecord	3.743383e-10	0.00010306043	0.94792736	0.051969655	1.1545114e-08	4.017933e-10	2
TFRecord	1.1684081e-10	4.7896814e-05	0.9964663	0.003485827	1.3182662e-08	1.2480342e-10	2
TFRecord	1.5444288e-10	0.00015200456	0.9977131	0.0021348987	2.6363052e-08	1.6346212e-10	2
TFRecord	1.02342364e-10	4.542672e-05	0.9873883	0.012566246	6.1495937e-09	1.08590824e-10	2
TFRecord	6.2390165e-10	0.00014149515	0.8768693	0.122989126	1.5188204e-08	6.7507866e-10	2
TFRecord	2.4726518e-10	0.00012190111	0.99025166	0.009626406	2.8050447e-08	2.6149655e-10	2
TFRecord	4.7133175e-10	0.00038445144	0.9943334	0.005282224	3.751043e-08	4.870007e-10	2
TFRecord	2.3298172e-10	4.9118116e-05	0.9241084	0.07584249	8.125849e-09	2.566727e-10	2
TFRecord	2.81848e-10	0.000116167335	0.95116603	0.04871779	1.6914402e-08	3.0413885e-10	2
TFRecord	2.085454e-10	5.6343553e-05	0.9449738	0.054969937	9.918134e-09	2.2488789e-10	2
TFRecord	4.375874e-10	0.00037547358	0.99242145	0.007203049	3.3614953e-08	4.5588766e-10	2
TFRecord	4.1309053e-10	0.00010774931	0.9356532	0.06423911	1.7288448e-08	4.4759804e-10	2
TFRecord	2.3840507e-10	0.000100478646	0.98951834	0.010381204	3.3375887e-08	2.5488545e-10	2
TFRecord	3.9310083e-10	0.0008338291	0.92051315	0.07865299	1.9833632e-08	4.1268494e-10	2
TFRecord	1.3933821e-10	0.00025004795	0.99079543	0.008954573	9.987527e-09	1.4622643e-10	2
TFRecord	4.5589077e-10	0.00030754856	0.989778	0.009914453	4.9728182e-08	4.8210846e-10	2
TFRecord	1.4696809e-10	0.00024460498	0.9856355	0.014119854	1.0259624e-08	1.5472583e-10	2
TFRecord	3.5406628e-10	0.00024063299	0.98019683	0.01956256	2.3598206e-08	3.7686704e-10	2
TFRecord	5.042534e-10	0.00029520053	0.96634775	0.033356916	3.241593e-08	5.324535e-10	2
TFRecord	1.6773417e-10	0.00010166292	0.98937535	0.010522961	2.152064e-08	1.8012626e-10	2
TFRecord	5.032274e-10	0.00032351798	0.99101126	0.0086652115	5.968564e-08	5.2709725e-10	2
TFRecord	1.5112044e-10	0.00010420905	0.9900115	0.009884313	1.9520384e-08	1.6245481e-10	2
TFRecord	2.5315494e-09	0.0041997256	0.03033153	0.9654686	9.368646e-08	2.743582e-09	3
TFRecord	5.011456e-09	0.0030474013	0.12373614	0.8732164	1.03696145e-07	5.2738245e-09	3
TFRecord	2.4701605e-09	0.0018137445	0.038150027	0.9600361	7.4087296e-08	2.686238e-09	3
TFRecord	2.8104001e-09	0.005260174	0.025494952	0.9692448	1.1157346e-07	2.9757943e-09	3
TFRecord	1.0371376e-09	0.0022760904	0.0070144036	0.99070954	2.4107102e-08	1.059944e-09	3
TFRecord	2.2134894e-09	0.0033109828	0.02141393	0.97527504	5.324939e-08	2.3001903e-09	3
TFRecord	5.73249e-09	0.012165772	0.08661923	0.9012148	2.3711561e-07	6.179649e-09	3
TFRecord	4.1736198e-10	0.0010077407	0.00060308	0.99838924	8.663142e-09	4.441058e-10	3
TFRecord	1.0507005e-08	0.18725446	0.03730625	0.77543896	3.2263904e-07	1.0873895e-08	3
TFRecord	6.22809e-09	0.028213449	0.025233442	0.946553	1.14900104e-07	6.4605574e-09	3
TFRecord	4.8937343e-09	0.014107694	0.014698214	0.9711939	8.481334e-08	5.021658e-09	3
TFRecord	1.2199937e-09	0.0024028432	0.0029333152	0.99466383	2.5587997e-08	1.2804606e-09	3
TFRecord	1.13296945e-08	0.30760515	0.027134215	0.66526026	3.386655e-07	1.1528212e-08	3
TFRecord	1.1662487e-08	0.13533358	0.0089558605	0.85571027	2.7822733e-07	1.1901494e-08	3
TFRecord	2.6084028e-09	0.004554454	0.014524862	0.9809207	5.3491277e-08	2.690951e-09	3
TFRecord	8.8732e-09	0.032809205	0.061219458	0.90597117	2.107596e-07	9.289425e-09	3
TFRecord	1.9501728e-08	0.20931396	0.039055947	0.7516294	7.163525e-07	2.0230027e-08	3
TFRecord	1.1821768e-08	0.24518894	0.023667034	0.7311436	3.903647e-07	1.2222648e-08	3
TFRecord	4.773227e-09	0.030609623	0.005252442	0.9641378	8.2564995e-08	4.8364712e-09	3
TFRecord	1.6940329e-09	0.0039428645	0.003118005	0.9929391	4.8611618e-08	1.8167943e-09	3
TFRecord	1.6386759e-09	0.002281174	0.006830025	0.99088883	4.127065e-08	1.7648459e-09	3
TFRecord	5.3759436e-10	0.00046536684	0.0015152525	0.99801934	1.1614867e-08	5.698427e-10	3
TFRecord	2.2448197e-09	0.007322803	0.003711138	0.98896605	3.9243858e-08	2.3614386e-09	3
TFRecord	1.27429525e-08	0.07353482	0.1289244	0.7975403	4.4663045e-07	1.3358959e-08	3
TFRecord	8.328946e-09	0.04336497	0.0776169	0.87901795	2.4955884e-07	8.54287e-09	3
TFRecord	1.4072663e-08	0.53307664	0.045123324	0.4217997	3.8815037e-07	1.4117965e-08	1
TFRecord	8.543057e-09	0.029995738	0.095803946	0.8742	3.3779668e-07	9.000371e-09	3
TFRecord	2.8042672e-08	0.50897783	0.1246157	0.3664053	1.085434e-06	2.8616826e-08	1
TFRecord	3.5140526e-09	0.00902255	0.008994255	0.98198307	7.1544505e-08	3.7239956e-09	3
TFRecord	9.945504e-09	0.034233358	0.09907772	0.86668855	3.9251387e-07	1.0317022e-08	3
TFRecord	4.6365454e-09	0.022441175	0.00908268	0.968476	9.596976e-08	4.862052e-09	3
TFRecord	1.1810243e-08	0.054370042	0.13898636	0.8066433	3.3232712e-07	1.2066103e-08	3
TFRecord	1.5013754e-08	0.0644992	0.095005535	0.84049445	7.5837164e-07	1.5746767e-08	3
TFRecord	1.1984994e-08	0.15557893	0.017690571	0.82673025	2.4540319e-07	1.2011976e-08	3
TFRecord	1.0948216e-09	0.002084289	0.0035087608	0.99440694	2.6486223e-08	1.130047e-09	3
TFRecord	1.46503165e-08	0.08632629	0.24135461	0.6723186	5.7880914e-07	1.51917e-08	3
TFRecord	1.8920788e-08	0.16875365	0.09026588	0.74098	4.402059e-07	1.9023412e-08	3
TFRecord	1.4035158e-08	0.7035523	0.03700293	0.2594442	5.7934744e-07	1.4261074e-08	1
TFRecord	2.2782242e-08	0.18275201	0.1233922	0.69385517	5.721785e-07	2.3174932e-08	3
TFRecord	1.8508908e-08	0.14453684	0.20062526	0.6548373	5.4956183e-07	1.8874433e-08	3
TFRecord	2.8722371e-09	0.00627507	0.010161034	0.9835638	6.653603e-08	3.0163259e-09	3
TFRecord	2.2781848e-08	0.5123364	0.17935087	0.30831182	9.19483e-07	2.3201334e-08	1
TFRecord	1.3211618e-08	0.030540353	0.1316167	0.83784264	2.945609e-07	1.3401841e-08	3
TFRecord	6.929865e-09	0.01825907	0.011656437	0.9700844	1.6518307e-07	7.3031914e-09	3
TFRecord	1.8844682e-08	0.21585636	0.058735907	0.72540724	3.942898e-07	1.8920172e-08	3
TFRecord	7.250622e-09	0.04093958	0.03918906	0.9198712	1.5921351e-07	7.2543562e-09	3
TFRecord	4.05781e-09	0.0051014386	0.0048187277	0.99007976	9.1324985e-08	4.2733475e-09	3
TFRecord	2.7443217e-09	0.007995762	0.006483918	0.9855203	5.1222425e-08	2.7881715e-09	3
TFRecord	2.6577371e-08	0.3523517	0.27673513	0.3709123	7.711175e-07	2.7015632e-08	3
TFRecord	3.2083378e-08	0.39108992	0.20653784	0.40237108	1.1445518e-06	3.2730522e-08	3
TFRecord	2.8912423e-08	0.18994	0.21933529	0.59072405	5.81777e-07	2.9260207e-08	3
TFRecord	1.22991475e-08	0.0296579	0.25212002	0.7182218	2.9687735e-07	1.276915e-08	3
TFRecord	8.3742355e-09	0.040195473	0.021705193	0.9380991	1.7466401e-07	8.718546e-09	3
TFRecord	1.2785905e-08	0.04907525	0.19712897	0.75379544	3.8367264e-07	1.3260541e-08	3
TFRecord	6.854442e-09	0.029051507	0.038588304	0.9323599	2.0375805e-07	7.1827904e-09	3
TFRecord	2.412111e-09	0.0070813494	0.0074655702	0.98545307	4.7736282e-08	2.4483864e-09	3
TFRecord	2.3957387e-09	0.0055382834	0.007132365	0.98732936	4.5695277e-08	2.4398426e-09	3
TFRecord	3.8692347e-09	0.004934887	0.008269667	0.9867953	9.4803674e-08	4.072642e-09	3
TFRecord	9.0939185e-09	0.02680385	0.07370749	0.89948857	1.602384e-07	9.1446735e-09	3
TFRecord	1.4360317e-08	0.28863478	0.025964115	0.6854007	2.9240746e-07	1.41946925e-08	3
TFRecord	7.4030084e-09	0.014930624	0.053774517	0.9312948	1.376202e-07	7.464772e-09	3
TFRecord	1.86551e-08	0.03981065	0.31358686	0.64660215	3.8381614e-07	1.9233296e-08	3
TFRecord	9.973583e-09	0.024065468	0.06197668	0.9139577	1.563011e-07	9.932539e-09	3
TFRecord	2.0543716e-08	0.5179219	0.1691421	0.31293556	4.2608087e-07	2.049667e-08	1
TFRecord	1.8316177e-08	0.043729175	0.2237176	0.7325526	5.3719083e-07	1.9104132e-08	3
TFRecord	2.0288715e-08	0.028027084	0.06380319	0.9081694	3.2281434e-07	2.106263e-08	3
TFRecord	8.550097e-09	0.017450245	0.035468217	0.94708145	1.5381173e-07	8.664985e-09	3
TFRecord	1.2837069e-08	0.01688587	0.03236594	0.95074785	2.9928617e-07	1.33050255e-08	3
TFRecord	2.3477549e-08	0.5826263	0.30309892	0.11427423	6.042469e-07	2.392184e-08	1
TFRecord	2.107677e-08	0.48674065	0.4338369	0.07942194	4.5674662e-07	2.1753864e-08	1
